finding_name,cvss,port,severity,evidence,label
Default SSH Credentials,9.2,22,Critical,Admin:admin worked on port 22,1
Directory Traversal,7.4,443,High,Read boot.ini using path manipulation,1
Information Disclosure,5.2,80,Medium,phpinfo() output found,0
Unauthenticated Redis Server,9.6,6379,Critical,Able to read/write keys anonymously,1
Anonymous FTP Login,4.5,21,Medium,Anonymous login permitted with any password,0
Open RDP Port,5.5,3389,Medium,NLA is not enforced,0
Open RDP Port,4.9,3389,Medium,NLA is not enforced,0
Outdated TLS Version (TLS 1.0),3.6,8443,Low,Legacy cipher suites detected,0
Directory Traversal,7.5,80,High,Read boot.ini using path manipulation,1
Anonymous FTP Login,4.7,21,Medium,Guest FTP access found,1
Unauthenticated Redis Server,8.8,6379,Critical,Able to read/write keys anonymously,1
Cross-Site Scripting (XSS),5.6,443,High,Reflected <script> payload in search field,1
Unauthenticated Redis Server,8.7,6379,Critical,Redis instance lacks password protection,1
SQL Injection Vulnerability,8,80,Critical,Detected UNION SELECT in parameter,1
Open RDP Port,4.2,3389,Medium,NLA is not enforced,1
Cross-Site Scripting (XSS),7.2,80,High,Stored XSS in user profile,1
Open RDP Port,4.6,3389,Medium,NLA is not enforced,0
Unauthenticated Redis Server,8.9,6379,Critical,Able to read/write keys anonymously,1
Unauthenticated Redis Server,9.3,6379,Critical,Redis instance lacks password protection,0
Default SSH Credentials,9.5,22,Critical,Admin:admin worked on port 22,1
Anonymous FTP Login,5.8,21,Medium,Guest FTP access found,0
Anonymous FTP Login,4.5,21,Medium,Guest FTP access found,0
Command Injection,9.3,443,Critical,Executed OS commands via ping parameter,1
SQL Injection Vulnerability,9.8,80,High,Database syntax error returned in HTTP response,1
Command Injection,9.1,443,Critical,Executed OS commands via ping parameter,1
Command Injection,9.1,8080,Critical,Reverse shell obtained via web form,1
Information Disclosure,3.2,80,Low,Stack trace visible in error handling,0
Directory Traversal,7.3,80,High,Read boot.ini using path manipulation,0
SQL Injection Vulnerability,8.9,8080,High,Database syntax error returned in HTTP response,1
SQL Injection Vulnerability,9.1,443,Critical,Blind SQLi payload triggered sleep(5),1
Unauthenticated Redis Server,8.9,6379,Critical,Able to read/write keys anonymously,1
Unauthenticated Redis Server,9.8,6379,Critical,Redis instance lacks password protection,1
Outdated TLS Version (TLS 1.0),2.6,443,Low,Server supports TLS 1.0,0
Directory Traversal,7.2,443,High,Read boot.ini using path manipulation,1
Open RDP Port,5.1,3389,Medium,NLA is not enforced,0
Command Injection,9.5,8080,Critical,Executed OS commands via ping parameter,1
Outdated TLS Version (TLS 1.0),2.6,8443,Low,Legacy cipher suites detected,0
Information Disclosure,3.9,443,Low,Stack trace visible in error handling,0
Outdated TLS Version (TLS 1.0),2.9,443,Low,Server supports TLS 1.0,0
Open RDP Port,4.5,3389,Medium,NLA is not enforced,0
Anonymous FTP Login,4.2,21,Medium,Guest FTP access found,0
Unauthenticated Redis Server,8.8,6379,Critical,Redis instance lacks password protection,1
Open RDP Port,4.2,3389,Medium,RDP port exposed to the internet,0
Command Injection,9.1,80,Critical,Reverse shell obtained via web form,1
Default SSH Credentials,9.1,22,Critical,Successfully authenticated using root:root,1
Open RDP Port,5.3,3389,Medium,RDP port exposed to the internet,0
Cross-Site Scripting (XSS),6,80,Medium,Reflected <script> payload in search field,1
Cross-Site Scripting (XSS),5,443,Medium,Stored XSS in user profile,1
Command Injection,9.9,80,Critical,Reverse shell obtained via web form,1
SQL Injection Vulnerability,8.1,443,High,Database syntax error returned in HTTP response,1
Anonymous FTP Login,4.5,21,Medium,Anonymous login permitted with any password,0
Cross-Site Scripting (XSS),4.9,443,Medium,DOM-based XSS in window.location,1
Command Injection,9.7,8080,Critical,Reverse shell obtained via web form,1
Default SSH Credentials,9,22,Critical,Successfully authenticated using root:root,1
Anonymous FTP Login,4.8,21,Medium,Anonymous login permitted with any password,0
Outdated TLS Version (TLS 1.0),2.8,8443,Low,Legacy cipher suites detected,0
Unauthenticated Redis Server,8.9,6379,Critical,Redis instance lacks password protection,1
Unauthenticated Redis Server,9.6,6379,Critical,Able to read/write keys anonymously,1
Default SSH Credentials,9.3,22,Critical,Successfully authenticated using root:root,1
Directory Traversal,8.2,443,High,Read boot.ini using path manipulation,0
Command Injection,9.8,80,Critical,Executed OS commands via ping parameter,1
Outdated TLS Version (TLS 1.0),3,8443,Low,Legacy cipher suites detected,0
Directory Traversal,7.3,80,High,Accessed /etc/passwd via ../../ payload,1
Command Injection,9.3,443,Critical,Reverse shell obtained via web form,1
Default SSH Credentials,9.9,22,Critical,Admin:admin worked on port 22,1
Unauthenticated Redis Server,9.9,6379,Critical,Able to read/write keys anonymously,1
SQL Injection Vulnerability,9.1,80,High,Database syntax error returned in HTTP response,0
Outdated TLS Version (TLS 1.0),3.6,8443,Low,Server supports TLS 1.0,0
Open RDP Port,4.4,3389,Medium,RDP port exposed to the internet,0
Outdated TLS Version (TLS 1.0),3.5,8443,Low,Server supports TLS 1.0,0
Unauthenticated Redis Server,8.8,6379,Critical,Redis instance lacks password protection,1
Unauthenticated Redis Server,8.7,6379,Critical,Redis instance lacks password protection,1
Information Disclosure,3.4,443,Low,phpinfo() output found,0
Default SSH Credentials,10,22,Critical,Successfully authenticated using root:root,1
Anonymous FTP Login,6,21,Medium,Anonymous login permitted with any password,1
Default SSH Credentials,9.3,22,Critical,Successfully authenticated using root:root,1
Information Disclosure,4.3,443,Medium,Stack trace visible in error handling,0
SQL Injection Vulnerability,9.7,8080,High,Blind SQLi payload triggered sleep(5),1
Outdated TLS Version (TLS 1.0),3.5,8443,Low,Legacy cipher suites detected,0
Information Disclosure,3.1,443,Medium,Stack trace visible in error handling,0
Cross-Site Scripting (XSS),5.3,443,High,Stored XSS in user profile,1
SQL Injection Vulnerability,8.5,443,High,Detected UNION SELECT in parameter,1
Unauthenticated Redis Server,9.6,6379,Critical,Redis instance lacks password protection,1
Outdated TLS Version (TLS 1.0),3.4,443,Low,Legacy cipher suites detected,0
Unauthenticated Redis Server,9.1,6379,Critical,Able to read/write keys anonymously,1
Information Disclosure,4.7,80,Medium,Stack trace visible in error handling,0
Information Disclosure,4.4,443,Medium,Stack trace visible in error handling,0
Outdated TLS Version (TLS 1.0),3.8,8443,Low,Legacy cipher suites detected,0
Open RDP Port,4.4,3389,Medium,RDP port exposed to the internet,0
Open RDP Port,5.2,3389,Medium,RDP port exposed to the internet,1
Default SSH Credentials,9.1,22,Critical,Successfully authenticated using root:root,1
Anonymous FTP Login,5.6,21,Medium,Guest FTP access found,0
Default SSH Credentials,10,22,Critical,Successfully authenticated using root:root,1
Unauthenticated Redis Server,9,6379,Critical,Able to read/write keys anonymously,1
Cross-Site Scripting (XSS),4.9,80,High,DOM-based XSS in window.location,1
Directory Traversal,8.2,443,High,Read boot.ini using path manipulation,0
Outdated TLS Version (TLS 1.0),3.4,8443,Low,Legacy cipher suites detected,0
Open RDP Port,5.1,3389,Medium,RDP port exposed to the internet,0
Outdated TLS Version (TLS 1.0),2.9,8443,Low,Legacy cipher suites detected,0
Information Disclosure,5.4,80,Medium,Stack trace visible in error handling,1
Anonymous FTP Login,4.7,21,Medium,Guest FTP access found,0
Cross-Site Scripting (XSS),7.2,443,High,Stored XSS in user profile,1
Default SSH Credentials,9.5,22,Critical,Admin:admin worked on port 22,1
Directory Traversal,8.4,443,High,Read boot.ini using path manipulation,1
Cross-Site Scripting (XSS),7.5,443,Medium,Stored XSS in user profile,0
Cross-Site Scripting (XSS),5,443,Medium,Reflected <script> payload in search field,1
Cross-Site Scripting (XSS),6.6,443,Medium,Reflected <script> payload in search field,1
Default SSH Credentials,9.5,22,Critical,Successfully authenticated using root:root,1
Default SSH Credentials,9.8,22,Critical,Successfully authenticated using root:root,1
Directory Traversal,8.5,80,High,Accessed /etc/passwd via ../../ payload,0
Unauthenticated Redis Server,9.8,6379,Critical,Able to read/write keys anonymously,1
Outdated TLS Version (TLS 1.0),2.4,8443,Low,Server supports TLS 1.0,0
Directory Traversal,8.7,80,High,Read boot.ini using path manipulation,1
Command Injection,9.3,80,Critical,Reverse shell obtained via web form,1
Unauthenticated Redis Server,8.7,6379,Critical,Able to read/write keys anonymously,1
Anonymous FTP Login,4.8,21,Medium,Anonymous login permitted with any password,0
Default SSH Credentials,9.4,22,Critical,Admin:admin worked on port 22,1
Unauthenticated Redis Server,9,6379,Critical,Redis instance lacks password protection,1
Anonymous FTP Login,4.3,21,Medium,Anonymous login permitted with any password,0
Outdated TLS Version (TLS 1.0),3.2,443,Low,Legacy cipher suites detected,0
Command Injection,9.1,8080,Critical,Executed OS commands via ping parameter,1
Outdated TLS Version (TLS 1.0),3.5,443,Low,Legacy cipher suites detected,0
Directory Traversal,7.8,80,High,Read boot.ini using path manipulation,1
SQL Injection Vulnerability,9.9,80,Critical,Database syntax error returned in HTTP response,1
Unauthenticated Redis Server,9.9,6379,Critical,Able to read/write keys anonymously,1
Default SSH Credentials,9.2,22,Critical,Successfully authenticated using root:root,1
Unauthenticated Redis Server,8.7,6379,Critical,Redis instance lacks password protection,1
Default SSH Credentials,9.3,22,Critical,Admin:admin worked on port 22,1
Command Injection,9.7,8080,Critical,Executed OS commands via ping parameter,1
Default SSH Credentials,9.7,22,Critical,Successfully authenticated using root:root,1
Default SSH Credentials,9.9,22,Critical,Admin:admin worked on port 22,1
Anonymous FTP Login,4,21,Medium,Guest FTP access found,1
SQL Injection Vulnerability,8,8080,Critical,Detected UNION SELECT in parameter,1
Anonymous FTP Login,5.6,21,Medium,Guest FTP access found,0
Cross-Site Scripting (XSS),6,80,High,Stored XSS in user profile,0
Cross-Site Scripting (XSS),7.4,443,High,Reflected <script> payload in search field,1
Command Injection,9.7,80,Critical,Executed OS commands via ping parameter,1
Anonymous FTP Login,5.5,21,Medium,Anonymous login permitted with any password,0
Command Injection,9.2,8080,Critical,Executed OS commands via ping parameter,1
Anonymous FTP Login,5.8,21,Medium,Guest FTP access found,0
Default SSH Credentials,9.4,22,Critical,Admin:admin worked on port 22,1
Unauthenticated Redis Server,9.1,6379,Critical,Redis instance lacks password protection,1
Command Injection,9.1,8080,Critical,Reverse shell obtained via web form,1
Directory Traversal,7.8,443,High,Accessed /etc/passwd via ../../ payload,1
Unauthenticated Redis Server,8.7,6379,Critical,Redis instance lacks password protection,1
Outdated TLS Version (TLS 1.0),3.1,443,Low,Legacy cipher suites detected,0
Cross-Site Scripting (XSS),6.1,80,High,Stored XSS in user profile,1
Command Injection,9.8,443,Critical,Executed OS commands via ping parameter,1
Default SSH Credentials,9.1,22,Critical,Successfully authenticated using root:root,1
Anonymous FTP Login,4.7,21,Medium,Anonymous login permitted with any password,1
Open RDP Port,4.1,3389,Medium,NLA is not enforced,0
Unauthenticated Redis Server,9.7,6379,Critical,Able to read/write keys anonymously,1
Open RDP Port,4.1,3389,Medium,NLA is not enforced,0
Directory Traversal,7.9,80,High,Read boot.ini using path manipulation,0
Cross-Site Scripting (XSS),5.8,80,High,Stored XSS in user profile,1
Cross-Site Scripting (XSS),5.3,80,Medium,Stored XSS in user profile,1
Open RDP Port,4.5,3389,Medium,RDP port exposed to the internet,1
Cross-Site Scripting (XSS),5.5,443,High,Reflected <script> payload in search field,1
Information Disclosure,4.9,80,Low,server-status page exposed,0
Command Injection,9.5,8080,Critical,Executed OS commands via ping parameter,1
Cross-Site Scripting (XSS),5.4,443,High,Reflected <script> payload in search field,1
Anonymous FTP Login,4.3,21,Medium,Guest FTP access found,0
Command Injection,9.9,80,Critical,Executed OS commands via ping parameter,1
Cross-Site Scripting (XSS),4.3,80,High,Reflected <script> payload in search field,1
Command Injection,9.5,80,Critical,Reverse shell obtained via web form,1
Directory Traversal,7.8,80,High,Accessed /etc/passwd via ../../ payload,1
Anonymous FTP Login,4.1,21,Medium,Guest FTP access found,0
Outdated TLS Version (TLS 1.0),2.2,8443,Low,Server supports TLS 1.0,0
Cross-Site Scripting (XSS),6,80,Medium,Reflected <script> payload in search field,1
Outdated TLS Version (TLS 1.0),3.4,443,Low,Legacy cipher suites detected,0
Unauthenticated Redis Server,9.1,6379,Critical,Redis instance lacks password protection,1
Anonymous FTP Login,5.1,21,Medium,Anonymous login permitted with any password,0
Information Disclosure,3.1,80,Low,server-status page exposed,0
Cross-Site Scripting (XSS),4.2,443,Medium,Stored XSS in user profile,1
Unauthenticated Redis Server,9.4,6379,Critical,Able to read/write keys anonymously,1
Information Disclosure,5,443,Medium,phpinfo() output found,1
Cross-Site Scripting (XSS),7.2,443,Medium,Reflected <script> payload in search field,1
Unauthenticated Redis Server,8.7,6379,Critical,Redis instance lacks password protection,1
Directory Traversal,7.8,443,High,Read boot.ini using path manipulation,1
Information Disclosure,4.7,80,Medium,server-status page exposed,0
Command Injection,9.6,443,Critical,Executed OS commands via ping parameter,1
Anonymous FTP Login,4.2,21,Medium,Guest FTP access found,0
Command Injection,9.4,443,Critical,Reverse shell obtained via web form,1
Default SSH Credentials,9.2,22,Critical,Successfully authenticated using root:root,1
SQL Injection Vulnerability,7.7,443,High,Database syntax error returned in HTTP response,1
Unauthenticated Redis Server,9.9,6379,Critical,Able to read/write keys anonymously,1
SQL Injection Vulnerability,8.1,8080,High,Blind SQLi payload triggered sleep(5),1
Command Injection,9.4,443,Critical,Reverse shell obtained via web form,1
Open RDP Port,5.2,3389,Medium,RDP port exposed to the internet,0
Open RDP Port,4.3,3389,Medium,RDP port exposed to the internet,0
Unauthenticated Redis Server,9.6,6379,Critical,Able to read/write keys anonymously,1
Unauthenticated Redis Server,9,6379,Critical,Able to read/write keys anonymously,1
Cross-Site Scripting (XSS),6.4,80,Medium,Reflected <script> payload in search field,1
Outdated TLS Version (TLS 1.0),2.3,8443,Low,Legacy cipher suites detected,0
Cross-Site Scripting (XSS),6.6,443,High,DOM-based XSS in window.location,0
Open RDP Port,4,3389,Medium,NLA is not enforced,0
Outdated TLS Version (TLS 1.0),2.9,443,Low,Legacy cipher suites detected,0
Command Injection,9.2,80,Critical,Reverse shell obtained via web form,1
Information Disclosure,3.4,80,Low,server-status page exposed,0
Unauthenticated Redis Server,9.5,6379,Critical,Redis instance lacks password protection,0
Directory Traversal,8.3,80,High,Accessed /etc/passwd via ../../ payload,1
Unauthenticated Redis Server,9.9,6379,Critical,Able to read/write keys anonymously,1
Default SSH Credentials,9.9,22,Critical,Admin:admin worked on port 22,1
Directory Traversal,8.7,80,High,Read boot.ini using path manipulation,1
Information Disclosure,5.2,443,Medium,phpinfo() output found,0
Cross-Site Scripting (XSS),7.1,443,High,DOM-based XSS in window.location,1
Anonymous FTP Login,5.1,21,Medium,Anonymous login permitted with any password,0
Anonymous FTP Login,4.7,21,Medium,Anonymous login permitted with any password,0
Directory Traversal,7.9,80,High,Accessed /etc/passwd via ../../ payload,1
SQL Injection Vulnerability,8.4,443,High,Blind SQLi payload triggered sleep(5),1
Cross-Site Scripting (XSS),6.1,443,Medium,DOM-based XSS in window.location,1
Default SSH Credentials,9.9,22,Critical,Successfully authenticated using root:root,1
Directory Traversal,8.8,80,High,Read boot.ini using path manipulation,1
Information Disclosure,5.1,80,Medium,phpinfo() output found,0
Unauthenticated Redis Server,9,6379,Critical,Able to read/write keys anonymously,1
Directory Traversal,7.5,80,High,Accessed /etc/passwd via ../../ payload,1
Anonymous FTP Login,4,21,Medium,Guest FTP access found,1
SQL Injection Vulnerability,9.2,443,Critical,Detected UNION SELECT in parameter,1
Default SSH Credentials,9.2,22,Critical,Successfully authenticated using root:root,1
Command Injection,9.4,443,Critical,Reverse shell obtained via web form,1
Directory Traversal,7.5,80,High,Accessed /etc/passwd via ../../ payload,1
Default SSH Credentials,9.9,22,Critical,Admin:admin worked on port 22,1
Information Disclosure,4,443,Low,phpinfo() output found,1
Anonymous FTP Login,5.3,21,Medium,Guest FTP access found,1
SQL Injection Vulnerability,8.3,80,High,Detected UNION SELECT in parameter,1
Unauthenticated Redis Server,8.6,6379,Critical,Able to read/write keys anonymously,1
SQL Injection Vulnerability,8.1,8080,High,Detected UNION SELECT in parameter,1
Cross-Site Scripting (XSS),5.6,80,High,DOM-based XSS in window.location,1
Unauthenticated Redis Server,8.8,6379,Critical,Able to read/write keys anonymously,0
Directory Traversal,7,443,High,Accessed /etc/passwd via ../../ payload,1
Information Disclosure,3.6,443,Medium,server-status page exposed,0
Default SSH Credentials,9.8,22,Critical,Admin:admin worked on port 22,1
Unauthenticated Redis Server,8.7,6379,Critical,Able to read/write keys anonymously,0
Information Disclosure,4.3,80,Low,server-status page exposed,1
Directory Traversal,8.9,443,High,Accessed /etc/passwd via ../../ payload,1
Outdated TLS Version (TLS 1.0),3.7,443,Low,Server supports TLS 1.0,0
Unauthenticated Redis Server,9.9,6379,Critical,Able to read/write keys anonymously,1
Open RDP Port,4.9,3389,Medium,RDP port exposed to the internet,0
Unauthenticated Redis Server,9.6,6379,Critical,Redis instance lacks password protection,1
Outdated TLS Version (TLS 1.0),3.1,443,Low,Server supports TLS 1.0,0
Outdated TLS Version (TLS 1.0),2.5,8443,Low,Legacy cipher suites detected,0
SQL Injection Vulnerability,8.1,443,Critical,Detected UNION SELECT in parameter,1
Outdated TLS Version (TLS 1.0),3.1,8443,Low,Server supports TLS 1.0,0
Outdated TLS Version (TLS 1.0),3.8,443,Low,Server supports TLS 1.0,0
Command Injection,9.5,443,Critical,Reverse shell obtained via web form,1
Directory Traversal,8.2,443,High,Read boot.ini using path manipulation,0
Open RDP Port,4.5,3389,Medium,RDP port exposed to the internet,0
Information Disclosure,3.3,80,Medium,server-status page exposed,0
Outdated TLS Version (TLS 1.0),3.4,8443,Low,Server supports TLS 1.0,0
Anonymous FTP Login,4,21,Medium,Guest FTP access found,0
Anonymous FTP Login,4.1,21,Medium,Anonymous login permitted with any password,1
SQL Injection Vulnerability,8.7,8080,Critical,Blind SQLi payload triggered sleep(5),1
Open RDP Port,4.9,3389,Medium,RDP port exposed to the internet,0
Information Disclosure,3.3,443,Low,Stack trace visible in error handling,1
Outdated TLS Version (TLS 1.0),3.6,8443,Low,Server supports TLS 1.0,0
Cross-Site Scripting (XSS),6.1,80,High,Reflected <script> payload in search field,1
Open RDP Port,4.3,3389,Medium,RDP port exposed to the internet,1
Unauthenticated Redis Server,9.3,6379,Critical,Redis instance lacks password protection,1
SQL Injection Vulnerability,8.1,443,High,Database syntax error returned in HTTP response,1
Unauthenticated Redis Server,8.7,6379,Critical,Able to read/write keys anonymously,0
Information Disclosure,3.9,80,Medium,server-status page exposed,1
Unauthenticated Redis Server,9.2,6379,Critical,Able to read/write keys anonymously,0
Default SSH Credentials,10,22,Critical,Successfully authenticated using root:root,1
Directory Traversal,8.5,80,High,Read boot.ini using path manipulation,1
Cross-Site Scripting (XSS),5.3,443,High,Reflected <script> payload in search field,1
Default SSH Credentials,9.6,22,Critical,Successfully authenticated using root:root,1
Cross-Site Scripting (XSS),4.6,443,High,Reflected <script> payload in search field,1
Anonymous FTP Login,4.5,21,Medium,Anonymous login permitted with any password,1
Command Injection,9.2,80,Critical,Executed OS commands via ping parameter,1
Open RDP Port,5.3,3389,Medium,NLA is not enforced,0
SQL Injection Vulnerability,8.9,443,Critical,Blind SQLi payload triggered sleep(5),1
Unauthenticated Redis Server,9.4,6379,Critical,Redis instance lacks password protection,1
Unauthenticated Redis Server,9.4,6379,Critical,Able to read/write keys anonymously,1
Anonymous FTP Login,4,21,Medium,Guest FTP access found,0
Information Disclosure,5.2,80,Medium,phpinfo() output found,0
Outdated TLS Version (TLS 1.0),3.7,8443,Low,Server supports TLS 1.0,0
Anonymous FTP Login,6,21,Medium,Anonymous login permitted with any password,1
Outdated TLS Version (TLS 1.0),3.2,8443,Low,Server supports TLS 1.0,0
Information Disclosure,3.7,443,Low,Stack trace visible in error handling,0
Outdated TLS Version (TLS 1.0),3.2,8443,Low,Server supports TLS 1.0,0
Default SSH Credentials,9,22,Critical,Admin:admin worked on port 22,1
Command Injection,9.5,443,Critical,Executed OS commands via ping parameter,1
Unauthenticated Redis Server,8.9,6379,Critical,Redis instance lacks password protection,1
Information Disclosure,5.4,443,Low,Stack trace visible in error handling,0
SQL Injection Vulnerability,9.2,8080,Critical,Database syntax error returned in HTTP response,1
Information Disclosure,3.3,80,Low,phpinfo() output found,1
Unauthenticated Redis Server,9,6379,Critical,Able to read/write keys anonymously,1
Outdated TLS Version (TLS 1.0),3.6,443,Low,Legacy cipher suites detected,0
Anonymous FTP Login,4.9,21,Medium,Guest FTP access found,0
Outdated TLS Version (TLS 1.0),3.2,443,Low,Server supports TLS 1.0,0
Command Injection,9.3,80,Critical,Executed OS commands via ping parameter,1
Open RDP Port,4.9,3389,Medium,RDP port exposed to the internet,0
Cross-Site Scripting (XSS),5.7,80,Medium,Stored XSS in user profile,1
Outdated TLS Version (TLS 1.0),2.5,8443,Low,Legacy cipher suites detected,0
Information Disclosure,4.3,443,Medium,server-status page exposed,0
Directory Traversal,8.7,443,High,Accessed /etc/passwd via ../../ payload,1
Open RDP Port,4.1,3389,Medium,NLA is not enforced,0
Information Disclosure,5.3,443,Medium,server-status page exposed,1
Cross-Site Scripting (XSS),6.4,443,Medium,DOM-based XSS in window.location,1
Command Injection,9.4,443,Critical,Reverse shell obtained via web form,1
Default SSH Credentials,9.1,22,Critical,Admin:admin worked on port 22,1
Unauthenticated Redis Server,9.9,6379,Critical,Able to read/write keys anonymously,1
Command Injection,9,80,Critical,Reverse shell obtained via web form,1
SQL Injection Vulnerability,8.6,8080,Critical,Database syntax error returned in HTTP response,1
Outdated TLS Version (TLS 1.0),3.7,8443,Low,Server supports TLS 1.0,0
Command Injection,9.9,8080,Critical,Executed OS commands via ping parameter,1
Default SSH Credentials,9.3,22,Critical,Admin:admin worked on port 22,1
Outdated TLS Version (TLS 1.0),2.1,443,Low,Legacy cipher suites detected,0
Command Injection,9.4,443,Critical,Reverse shell obtained via web form,1
Information Disclosure,3.2,443,Low,phpinfo() output found,1
Cross-Site Scripting (XSS),5.4,80,High,DOM-based XSS in window.location,1
Open RDP Port,4.2,3389,Medium,RDP port exposed to the internet,0
Directory Traversal,7.5,80,High,Accessed /etc/passwd via ../../ payload,1
Default SSH Credentials,9.3,22,Critical,Successfully authenticated using root:root,1
Information Disclosure,3.8,80,Medium,phpinfo() output found,0
Unauthenticated Redis Server,9,6379,Critical,Able to read/write keys anonymously,1
Cross-Site Scripting (XSS),4.6,443,High,Reflected <script> payload in search field,1
Information Disclosure,4.8,80,Medium,Stack trace visible in error handling,0
Command Injection,9.7,443,Critical,Executed OS commands via ping parameter,1
Unauthenticated Redis Server,8.8,6379,Critical,Redis instance lacks password protection,1
Command Injection,9.7,80,Critical,Executed OS commands via ping parameter,1
Default SSH Credentials,9.2,22,Critical,Successfully authenticated using root:root,1
Information Disclosure,5.5,443,Low,phpinfo() output found,0
Directory Traversal,7.2,443,High,Accessed /etc/passwd via ../../ payload,1
Directory Traversal,8.2,80,High,Accessed /etc/passwd via ../../ payload,1
Anonymous FTP Login,5.8,21,Medium,Guest FTP access found,1
Unauthenticated Redis Server,9.2,6379,Critical,Redis instance lacks password protection,1
Unauthenticated Redis Server,8.7,6379,Critical,Able to read/write keys anonymously,1
Cross-Site Scripting (XSS),4.9,80,Medium,Reflected <script> payload in search field,1
Outdated TLS Version (TLS 1.0),3.3,8443,Low,Legacy cipher suites detected,0
Unauthenticated Redis Server,8.6,6379,Critical,Able to read/write keys anonymously,1
Default SSH Credentials,9.9,22,Critical,Successfully authenticated using root:root,1
Cross-Site Scripting (XSS),6,80,Medium,DOM-based XSS in window.location,1
Default SSH Credentials,9.3,22,Critical,Admin:admin worked on port 22,0
Directory Traversal,8.8,443,High,Read boot.ini using path manipulation,1
Information Disclosure,3.1,80,Medium,Stack trace visible in error handling,0
Information Disclosure,4.7,80,Low,Stack trace visible in error handling,0
Information Disclosure,3,80,Medium,server-status page exposed,0
Information Disclosure,3.4,80,Medium,Stack trace visible in error handling,1
Anonymous FTP Login,5.4,21,Medium,Anonymous login permitted with any password,1
Outdated TLS Version (TLS 1.0),2.8,8443,Low,Legacy cipher suites detected,0
Cross-Site Scripting (XSS),4,80,High,Stored XSS in user profile,1
Anonymous FTP Login,4.5,21,Medium,Anonymous login permitted with any password,1
Anonymous FTP Login,5.9,21,Medium,Anonymous login permitted with any password,0
Command Injection,9.8,443,Critical,Reverse shell obtained via web form,1
Open RDP Port,5.3,3389,Medium,RDP port exposed to the internet,1
Anonymous FTP Login,4.1,21,Medium,Anonymous login permitted with any password,0
Command Injection,9.4,443,Critical,Reverse shell obtained via web form,1
Directory Traversal,8,443,High,Accessed /etc/passwd via ../../ payload,1
Default SSH Credentials,9.6,22,Critical,Admin:admin worked on port 22,1
Information Disclosure,4,80,Medium,Stack trace visible in error handling,0
Unauthenticated Redis Server,8.7,6379,Critical,Able to read/write keys anonymously,1
Anonymous FTP Login,5,21,Medium,Guest FTP access found,1
Cross-Site Scripting (XSS),5.2,443,Medium,Stored XSS in user profile,1
Unauthenticated Redis Server,8.7,6379,Critical,Redis instance lacks password protection,1
Open RDP Port,4,3389,Medium,RDP port exposed to the internet,0
Outdated TLS Version (TLS 1.0),2.5,443,Low,Server supports TLS 1.0,0
Outdated TLS Version (TLS 1.0),3.2,443,Low,Legacy cipher suites detected,0
Directory Traversal,7.6,80,High,Read boot.ini using path manipulation,1
Anonymous FTP Login,5.8,21,Medium,Anonymous login permitted with any password,1
Anonymous FTP Login,4.9,21,Medium,Guest FTP access found,0
Unauthenticated Redis Server,9.2,6379,Critical,Redis instance lacks password protection,1
Directory Traversal,8.8,80,High,Accessed /etc/passwd via ../../ payload,1
SQL Injection Vulnerability,7.7,443,Critical,Database syntax error returned in HTTP response,1
Anonymous FTP Login,5.4,21,Medium,Anonymous login permitted with any password,1
Default SSH Credentials,9.1,22,Critical,Admin:admin worked on port 22,1
Cross-Site Scripting (XSS),4.4,80,Medium,Stored XSS in user profile,1
Open RDP Port,5.2,3389,Medium,NLA is not enforced,0
Default SSH Credentials,9.5,22,Critical,Successfully authenticated using root:root,1
Command Injection,9.2,8080,Critical,Reverse shell obtained via web form,1
Outdated TLS Version (TLS 1.0),3.5,443,Low,Legacy cipher suites detected,0
Default SSH Credentials,9.4,22,Critical,Admin:admin worked on port 22,1
Cross-Site Scripting (XSS),6.3,443,High,Reflected <script> payload in search field,1
Outdated TLS Version (TLS 1.0),3.9,443,Low,Legacy cipher suites detected,0
Information Disclosure,4.6,80,Low,phpinfo() output found,1
Outdated TLS Version (TLS 1.0),2.1,8443,Low,Server supports TLS 1.0,0
Command Injection,9.8,443,Critical,Executed OS commands via ping parameter,1
Directory Traversal,8.1,443,High,Read boot.ini using path manipulation,1
Information Disclosure,3.7,80,Low,Stack trace visible in error handling,0
Anonymous FTP Login,5.9,21,Medium,Guest FTP access found,1
SQL Injection Vulnerability,7.8,443,Critical,Detected UNION SELECT in parameter,1
Cross-Site Scripting (XSS),6.4,443,High,Reflected <script> payload in search field,1
SQL Injection Vulnerability,10,8080,Critical,Blind SQLi payload triggered sleep(5),1
Unauthenticated Redis Server,8.7,6379,Critical,Able to read/write keys anonymously,1
SQL Injection Vulnerability,9,80,High,Database syntax error returned in HTTP response,1
Anonymous FTP Login,4.6,21,Medium,Guest FTP access found,1
Unauthenticated Redis Server,9.4,6379,Critical,Redis instance lacks password protection,1
Information Disclosure,4.7,443,Low,phpinfo() output found,0
SQL Injection Vulnerability,7.8,443,Critical,Database syntax error returned in HTTP response,1
Information Disclosure,4.8,80,Medium,server-status page exposed,0
Outdated TLS Version (TLS 1.0),3.4,443,Low,Legacy cipher suites detected,0
Anonymous FTP Login,5.1,21,Medium,Anonymous login permitted with any password,1
Unauthenticated Redis Server,9.5,6379,Critical,Redis instance lacks password protection,1
Cross-Site Scripting (XSS),7,80,Medium,DOM-based XSS in window.location,1
